B1_x,B1_y,B2_x,B2_y,B3_x,B3_y,B4_x,B4_y,B5_x,B5_y
2541.0,0.604168682,3533.3799999999997,0.522415216,3481.56,0.531237462,6112.0,0.368920817,8670.0,0.261364682
2561.0,0.602139339,3561.18,0.52013855,3508.92,0.528942064,6160.0,0.366410255,8738.0,0.258948936
2581.0,0.600121117,3588.9799999999996,0.51787444,3536.2799999999997,0.5266597,6208.0,0.363919474,8806.0,0.256559005
2601.0,0.598112836,3616.7799999999997,0.515623431,3563.64,0.524391028,6256.0,0.361448149,8874.0,0.254194734
2621.0,0.596114487,3644.58,0.51338608,3591.0,0.522136122,6304.0,0.358996395,8942.0,0.251855193
2641.0,0.59412566,3672.3799999999997,0.511161996,3618.36,0.51989475,6352.0,0.356563782,9010.0,0.249539339
2661.0,0.592146032,3700.18,0.508952257,3645.72,0.517666727,6400.0,0.354150362,9078.0,0.247246696
2681.0,0.590177604,3727.9799999999996,0.506754736,3673.08,0.515452388,6448.0,0.351756769,9146.0,0.244977288
2701.0,0.588218995,3755.7799999999997,0.50456855,3700.44,0.513251115,6496.0,0.349382459,9214.0,0.242731208
2721.0,0.586269845,3783.58,0.502393769,3727.7999999999997,0.511062746,6544.0,0.34702733,9282.0,0.24050861
2741.0,0.58433016,3811.3799999999997,0.500232677,3755.16,0.508886674,6592.0,0.344690591,9350.0,0.238309247
2761.0,0.582400513,3839.18,0.498084082,3782.52,0.506721792,6640.0,0.342372608,9418.0,0.236132431
2781.0,0.580481046,3866.9799999999996,0.495947087,3809.88,0.504568043,6688.0,0.340073647,9486.0,0.233978251
2801.0,0.578568988,3894.7799999999997,0.493822627,3837.24,0.502425694,6736.0,0.337793333,9554.0,0.231847076
2821.0,0.576664998,3922.58,0.49171076,3864.6,0.500295094,6784.0,0.335530731,9622.0,0.229738105
2841.0,0.574769649,3950.3799999999997,0.489611406,3891.96,0.498175923,6832.0,0.333284452,9690.0,0.227650977
2861.0,0.572883249,3978.18,0.487522668,3919.3199999999997,0.496068174,6880.0,0.331054955,9758.0,0.225585475
2881.0,0.571007617,4005.9799999999996,0.485446308,3946.68,0.493972446,6928.0,0.328843256,9826.0,0.223541362
2901.0,0.569142184,4033.7799999999997,0.483381435,3974.04,0.491888016,6976.0,0.326649207,9894.0,0.22151866
2921.0,0.567285032,4061.58,0.481327155,4001.4,0.489814962,7024.0,0.324473307,9962.0,0.219516742
2941.0,0.56543664,4089.3799999999997,0.479284695,4028.7599999999998,0.4877532,7072.0,0.322315027,10030.0,0.217535215
2961.0,0.563598092,4117.179999999999,0.477252419,4056.12,0.485701255,7120.0,0.320173755,10098.0,0.215573738
2981.0,0.561768456,4144.98,0.475231082,4083.48,0.483659252,7168.0,0.318049972,10166.0,0.213632036
3001.0,0.559946501,4172.78,0.473221417,4110.84,0.481627963,7216.0,0.31594365,10234.0,0.21170978
3021.0,0.558132084,4200.58,0.471222229,4138.2,0.479607989,7264.0,0.31385408,10302.0,0.209806362
3041.0,0.556326362,4228.38,0.46923467,4165.5599999999995,0.4775987,7312.0,0.311781251,10370.0,0.207921254
3061.0,0.554529576,4256.179999999999,0.46725785,4192.92,0.475599951,7360.0,0.30972461,10438.0,0.206053833
3081.0,0.552739139,4283.98,0.465292739,4220.28,0.473612144,7408.0,0.307684367,10506.0,0.204204361
3101.0,0.550956671,4311.78,0.463340633,4247.64,0.471635404,7456.0,0.305660427,10574.0,0.202373002
3121.0,0.549183447,4339.58,0.461397692,4275.0,0.469668861,7504.0,0.303651776,10642.0,0.20055979
3141.0,0.547418585,4367.38,0.459464802,4302.36,0.467712361,7552.0,0.30165876,10710.0,0.198764887
3161.0,0.545661022,4395.179999999999,0.457542044,4329.72,0.465765992,7600.0,0.299681704,10778.0,0.196988355
3181.0,0.543912217,4422.98,0.455629387,4357.08,0.463829705,7648.0,0.297720602,10846.0,0.195230196
3201.0,0.542172104,4450.78,0.453727676,4384.44,0.461903429,7696.0,0.295776009,10914.0,0.193490662
3221.0,0.540439582,4478.58,0.451837746,4411.8,0.459987117,7744.0,0.293847139,10982.0,0.191769569
3241.0,0.538715834,4506.38,0.449958904,4439.16,0.458080524,7792.0,0.291933026,11050.0,0.190066305
3261.0,0.536999383,4534.179999999999,0.448089588,4466.5199999999995,0.456183253,7840.0,0.290033471,11118.0,0.188380332
3281.0,0.535290697,4561.98,0.446229592,4493.88,0.454295757,7888.0,0.288148498,11186.0,0.186711394
3301.0,0.533588156,4589.78,0.444380315,4521.24,0.452417962,7936.0,0.286277642,11254.0,0.185059761
3321.0,0.531891312,4617.58,0.442541112,4548.599999999999,0.45055013,7984.0,0.284420568,11322.0,0.183425046
3341.0,0.530201228,4645.38,0.44071084,4575.96,0.448692261,8032.0,0.282577482,11390.0,0.181806261
3361.0,0.528517966,4673.179999999999,0.438887803,4603.32,0.44684372,8080.0,0.280748133,11458.0,0.180202851
3381.0,0.526844794,4700.98,0.437073685,4630.68,0.44500417,8128.0,0.278932279,11526.0,0.1786147
3401.0,0.5251796,4728.78,0.435268515,4658.04,0.443174051,8176.0,0.277130237,11594.0,0.177041623
3421.0,0.523521542,4756.58,0.433471718,4685.4,0.441353306,8224.0,0.275342109,11662.0,0.175483749
3441.0,0.521871555,4784.38,0.431683647,4712.76,0.439541269,8272.0,0.273567303,11730.0,0.173941292
3461.0,0.520229814,4812.179999999999,0.429903853,4740.12,0.43773726,8320.0,0.271805758,11798.0,0.172414259
3481.0,0.518595365,4839.98,0.428133381,4767.48,0.435940764,8368.0,0.270057232,11866.0,0.170902835
3501.0,0.516968238,4867.78,0.426373779,4794.84,0.43415265,8416.0,0.268322064,11934.0,0.169406277
3521.0,0.515348676,4895.58,0.424623694,4822.2,0.432374062,8464.0,0.266600698,12002.0,0.167923231
3541.0,0.51373653,4923.379999999999,0.422884589,4849.5599999999995,0.430604958,8512.0,0.264892098,12070.0,0.166452992
3561.0,0.512131007,4951.179999999999,0.421155554,4876.92,0.428845194,8560.0,0.263195854,12138.0,0.164995613
3581.0,0.510532207,4978.98,0.419436544,4904.28,0.427094401,8608.0,0.26151154,12206.0,0.163551529
3601.0,0.508941282,5006.78,0.417727324,4931.64,0.425353388,8656.0,0.259839245,12274.0,0.162120835
3621.0,0.507359587,5034.58,0.416027196,4959.0,0.423621159,8704.0,0.258179185,12342.0,0.16070357
3641.0,0.505783626,5062.379999999999,0.414336582,4986.36,0.421898457,8752.0,0.256531031,12410.0,0.159299434
3661.0,0.504214072,5090.179999999999,0.4126542,5013.72,0.420185164,8800.0,0.254893829,12478.0,0.157908238
3681.0,0.502650327,5117.98,0.410980049,5041.08,0.418480454,8848.0,0.253267457,12546.0,0.156529565
3701.0,0.501092375,5145.78,0.409314597,5068.44,0.416783811,8896.0,0.251652919,12614.0,0.155163334
3721.0,0.49954071,5173.58,0.40765638,5095.8,0.415094935,8944.0,0.250050306,12682.0,0.15381006
3741.0,0.497995487,5201.379999999999,0.406007057,5123.16,0.413414148,8992.0,0.248459412,12750.0,0.15247055
3761.0,0.496456574,5229.179999999999,0.404367943,5150.5199999999995,0.411741319,9040.0,0.24687983,12818.0,0.151144469
3781.0,0.49492408,5256.98,0.402736703,5177.88,0.410075973,9088.0,0.245311522,12886.0,0.149831028
3801.0,0.493398319,5284.78,0.401114837,5205.24,0.408418679,9136.0,0.24375469,12954.0,0.148530069
3821.0,0.491879192,5312.58,0.399503219,5232.599999999999,0.406769675,9184.0,0.242209302,13022.0,0.147241391
3841.0,0.49036744,5340.379999999999,0.397900557,5259.96,0.405128761,9232.0,0.240675306,13090.0,0.145964955
3861.0,0.488862125,5368.179999999999,0.396305773,5287.32,0.403496194,9280.0,0.23915263,13158.0,0.14470042
3881.0,0.48736195,5395.98,0.394719902,5314.68,0.401872426,9328.0,0.237641812,13226.0,0.143447568
3901.0,0.485866457,5423.78,0.393141693,5342.04,0.400256801,9376.0,0.236141988,13294.0,0.142205975
3921.0,0.484377275,5451.58,0.391570337,5369.4,0.398648682,9424.0,0.234652688,13362.0,0.140975535
3941.0,0.482894186,5479.379999999999,0.390007643,5396.76,0.397048452,9472.0,0.233173316,13430.0,0.139756913
3961.0,0.481416956,5507.179999999999,0.388452699,5424.12,0.39545599,9520.0,0.23170401,13498.0,0.138550491
3981.0,0.479944597,5534.98,0.386905883,5451.48,0.393870883,9568.0,0.230244678,13566.0,0.137355949
4001.0,0.478479182,5562.78,0.385367511,5478.84,0.392293872,9616.0,0.22879534,13634.0,0.136172451
4021.0,0.477019578,5590.58,0.383837908,5506.2,0.390725197,9664.0,0.227356717,13702.0,0.134999462
4041.0,0.475564218,5618.379999999999,0.382316619,5533.5599999999995,0.389165091,9712.0,0.225928609,13770.0,0.133837107
4061.0,0.474113055,5646.179999999999,0.380802037,5560.92,0.387612771,9760.0,0.224510781,13838.0,0.132686054
4081.0,0.472667001,5673.98,0.379293773,5588.28,0.386068081,9808.0,0.223103818,13906.0,0.131546344
4101.0,0.471229029,5701.78,0.377792232,5615.64,0.384530507,9856.0,0.221708548,13974.0,0.130417208
4121.0,0.469798206,5729.58,0.37629781,5643.0,0.383000694,9904.0,0.220324495,14042.0,0.129298532
4141.0,0.468372927,5757.379999999999,0.374811061,5670.36,0.381478538,9952.0,0.218951679,14110.0,0.128190317
4161.0,0.466953952,5785.179999999999,0.373330405,5697.72,0.379963565,10000.0,0.217588929,14178.0,0.127092719
4181.0,0.465541232,5812.98,0.371856377,5725.08,0.378455868,10048.0,0.216235682,14246.0,0.126006301
4201.0,0.464134089,5840.78,0.370388711,5752.44,0.376955062,10096.0,0.214891338,14314.0,0.124930805
4221.0,0.46273116,5868.58,0.36892889,5779.8,0.375460682,10144.0,0.213555661,14382.0,0.123865865
4241.0,0.461333145,5896.379999999999,0.367474565,5807.16,0.373973487,10192.0,0.212229319,14450.0,0.122811251
4261.0,0.459940639,5924.179999999999,0.366028194,5834.5199999999995,0.372493539,10240.0,0.210911702,14518.0,0.121766491
4281.0,0.458553334,5951.98,0.364588678,5861.88,0.37102109,10288.0,0.209602334,14586.0,0.120731124
4301.0,0.457171234,5979.78,0.363154269,5889.24,0.369555576,10336.0,0.208301625,14654.0,0.119704956
4321.0,0.455794183,6007.58,0.361726912,5916.599999999999,0.368096328,10384.0,0.207010098,14722.0,0.118688038
4341.0,0.454424066,6035.379999999999,0.360305857,5943.96,0.366643857,10432.0,0.205728884,14790.0,0.117680868
4361.0,0.453058464,6063.179999999999,0.358891708,5971.32,0.365198447,10480.0,0.204457579,14858.0,0.116684147
4381.0,0.451698707,6090.98,0.3574834,5998.68,0.363759722,10528.0,0.203195235,14926.0,0.115697979
4401.0,0.450347621,6118.78,0.35608063,6026.04,0.362327667,10576.0,0.201941649,14994.0,0.114721256
4421.0,0.449003101,6146.58,0.35468474,6053.4,0.36090233,10624.0,0.200696932,15062.0,0.113752662
4441.0,0.447666306,6174.379999999999,0.353296635,6080.76,0.359483084,10672.0,0.199460221,15130.0,0.112792074
4461.0,0.446333855,6202.179999999999,0.351914387,6108.12,0.358070529,10720.0,0.19823109,15198.0,0.11183998
4481.0,0.445007044,6229.98,0.350537519,6135.48,0.356665163,10768.0,0.197010879,15266.0,0.110896888
4501.0,0.443687054,6257.78,0.349166209,6162.84,0.355266171,10816.0,0.195800022,15334.0,0.109963304
4521.0,0.442373284,6285.58,0.347801855,6190.2,0.353874054,10864.0,0.194598492,15402.0,0.109039088
4541.0,0.441064249,6313.379999999999,0.346443847,6217.5599999999995,0.352488699,10912.0,0.193404866,15470.0,0.108123506
4561.0,0.439759757,6341.179999999999,0.345093052,6244.92,0.35110983,10960.0,0.192218441,15538.0,0.107215736
4581.0,0.438460514,6368.98,0.343748455,6272.28,0.349737792,11008.0,0.191040386,15606.0,0.106315298
4601.0,0.437164554,6396.78,0.342410443,6299.639999999999,0.348372539,11056.0,0.189870625,15674.0,0.10542279
4621.0,0.435874475,6424.58,0.34107909,6327.0,0.347014383,11104.0,0.188709023,15742.0,0.104539161
4641.0,0.434588328,6452.379999999999,0.339755116,6354.36,0.345663132,11152.0,0.187555923,15810.0,0.103664243
4661.0,0.433306565,6480.179999999999,0.338439085,6381.72,0.344318564,11200.0,0.186411332,15878.0,0.102797524
4681.0,0.43203069,6507.98,0.337130345,6409.08,0.342980471,11248.0,0.185274517,15946.0,0.101938782
4701.0,0.430760393,6535.78,0.335827733,6436.44,0.341647918,11296.0,0.184144773,16014.0,0.101088348
4721.0,0.429494413,6563.58,0.334530756,6463.8,0.34032096,11344.0,0.183021959,16082.0,0.100246168
4741.0,0.42823477,6591.379999999999,0.333241139,6491.16,0.339000149,11392.0,0.18190646,16150.0,0.099411773
4761.0,0.426979403,6619.179999999999,0.331957248,6518.5199999999995,0.337685658,11440.0,0.180799008,16218.0,0.098584886
4781.0,0.425728028,6646.98,0.330679012,6545.88,0.336377557,11488.0,0.179699779,16286.0,0.097765168
4801.0,0.424482065,6674.78,0.329406075,6573.24,0.335075546,11536.0,0.178608673,16354.0,0.096952812
4821.0,0.423240163,6702.58,0.328138777,6600.599999999999,0.333779377,11584.0,0.177525436,16422.0,0.096148097
